id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,categoria_general,link
6191,women,Apparel,topwear,tops,Pink,Summer,2011.0,Casual,UCB Women Placket Stripe Pink Grey Top,top,http://assets.myntassets.com/v1/images/style/properties/e0bad838342d4e75cd746b0c8ba8b6b1_images.jpg
57818,women,Apparel,topwear,tops,Mustard,Fall,2012.0,Casual,United Colors of Benetton Women Mustard Top,top,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Mustard-Top_03d7ba8cf34cda08ae2e445e40938e19_images.jpg
20176,men,Apparel,topwear,shirts,Grey,Fall,2011.0,Casual,Wrangler Men Vintage Grey Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/fcfb4b6271a41746a253f7bb3ecb4cd2_images.jpg
52556,women,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/6510ca330b83786650f257aeac18be6b_images.jpg
33561,women,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Wrangler Women Big Rodeo Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a5a177f546fa6c9a9e1922c96a82982c_images.jpg
40093,men,Apparel,topwear,tshirts,Fluorescent Green,Summer,2012.0,Casual,ADIDAS MenLime Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/1de0d901e39e6d1dec614692c41682e8_images.jpg
41141,women,Apparel,dress,dresses,Blue,Fall,2012.0,Casual,Allen Solly Woman Blue Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Woman-Blue-Dress_99353e5867259faba5df7f628ce99779_images.jpg
59982,women,Apparel,dress,dresses,Black,Fall,2012.0,Casual,Avirate Black & Cream Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/Avirate-Black---Cream-Dress_b7110aeca8260ecfe8250ca88c9e021a_images.jpg
45981,women,Apparel,topwear,tops,Grey Melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top,top,http://assets.myntassets.com/v1/images/style/properties/fa2347ad3b50684f613b0083cbed624a_images.jpg
8457,women,Apparel,topwear,tops,Pink,Fall,2011.0,Casual,Jealous 21 Women jealous Surf Island Forever Pink top Pink Tops,top,http://assets.myntassets.com/v1/images/style/properties/a70477fa3aa51cf9812bda0c2a457e7a_images.jpg
42398,women,Apparel,topwear,tshirts,Grey,Summer,2012.0,Casual,Flying Machine Women Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/84e305d8ea33ec5af2169597b838b55e_images.jpg
19000,women,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,ADIDAS Originals Women Trefoil White Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4f9e5872a8c6dd1ad35a954dc8c7ba59_images.jpg
3883,men,Apparel,topwear,tshirts,Navy Blue,Summer,2011.0,Casual,Wrangler Men's Star Flag Pring Navy T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/dca11326249b4f8023ce56b66121c5ed_images.jpg
16048,men,Apparel,topwear,shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/7019994b69fbe07225ce15a033b726d5_images.jpg
48490,women,Apparel,topwear,tops,Purple,Winter,2011.0,Casual,French Connection Women Purple Top,top,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Pink-Top_ab93f5e2df52e230fb1778f212e1adc6_images.jpg
43078,women,Apparel,bottomwear,capris,Black,Summer,2012.0,Sports,Nike Women Black Capris,short,http://assets.myntassets.com/v1/images/style/properties/303bbc565c61ffa25b2c46997c3aef53_images.jpg
31458,men,Apparel,bottomwear,shorts,Grey,Summer,2012.0,Sports,Nike Men Running Grey Shorts,short,http://assets.myntassets.com/v1/images/style/properties/721b6257fccb81ba0fa95f3347081f85_images.jpg
28575,women,Apparel,topwear,tshirts,Pink,Summer,2012.0,Casual,Nike Women Try Me Pink T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/97d3ca92878d831eb24f444b697c5199_images.jpg
56798,men,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,Horsefly Men Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/Horsefly-Men-Blue-Jeans_e5eaed6fa07829a6a924b010b2bff171_images.jpg
4894,women,Apparel,topwear,tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Darla Pink Teens Kidswear,top,http://assets.myntassets.com/v1/images/style/properties/ee36d383a1909b0eba1dc395c9265408_images.jpg
5946,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Red Checked Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/80b6226b1f4196d55500dc9b792b14e7_images.jpg
19656,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Printed Green TShirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ee42f3ace945c9705e3c12089bf9d1e0_images.jpg
31800,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Lee Men Troy Black Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/0b029db20ab3c8bada063864fdd831af_images.jpg
28111,men,Apparel,innerwear,boxers,White,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men white Boxer 8009,short,http://assets.myntassets.com/v1/images/style/properties/3edbc89793bc470bd3b4eb1c477f3302_images.jpg
1982,women,Apparel,bottomwear,shorts,Purple,Fall,2010.0,Casual,Puma Women's Island Shorts Purple,short,http://assets.myntassets.com/v1/images/style/properties/6e6eefdd9ab02e45240f79afaffca707_images.jpg
57820,women,Apparel,topwear,tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Blue-Top_26ba245f3a48ebae70d4ea734076733c_images.jpg
33559,women,Apparel,topwear,tshirts,Blue,Summer,2012.0,Casual,Wrangler Women Candy Striped Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/df7553db8f7ab9afda0faf079a05bc7e_images.jpg
39063,men,Apparel,topwear,tshirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Blue & Grey Striped T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b3860d8ee0652e131b32f16d5e9aab39_images.jpg
7847,men,Apparel,topwear,tshirts,Black,Fall,2011.0,Casual,Proline Men Black Round Neck T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/93d5cf27846c236d5356809c53b70b02_images.jpg
6995,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,s.Oliver Men's Line Printed Dark Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/cd57cc361957dae00375603045d23683_images.jpg
22619,men,Apparel,topwear,tshirts,White,Fall,2011.0,Sports,Nike Men White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/979e7d7a07e13ce745a5053a7bc7dfae_images.jpg
13962,women,Apparel,topwear,tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Printed Pink Tops,top,http://assets.myntassets.com/v1/images/style/properties/cfb757a979d1332d3197df8f17e769c5_images.jpg
13398,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/fb48c68c0965e52f3fa02fd974a13499_images.jpg
26843,men,Apparel,bottomwear,trousers,Grey,Summer,2012.0,Casual,Highlander Men Light Grey Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/51893263fc587c12a24490bca1796466_images.jpg
29037,men,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,ADIDAS Men Printed White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/7e7dac2b7b4e734a18878b966cc16e70_images.jpg
30926,women,Apparel,bottomwear,skirts,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Ghera Crinkle Skirt,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Blue-Ghera-Crinkle-Skirt_1264384aa177842eba102ca2475f4d70_images.jpg
1976,men,Apparel,bottomwear,shorts,White,Summer,2011.0,Casual,Tribord Mens Short Cargo Shorts,short,http://assets.myntassets.com/v1/images/style/properties/3478184f6d860304791880efa0129184_images.jpg
38979,men,Apparel,topwear,shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Check Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/6717972898bd9afd2f37fd25d6bb2b88_images.jpg
37931,women,Apparel,topwear,tunics,Peach,Summer,2012.0,Casual,Mineral Women Peach Tunic,top,http://assets.myntassets.com/v1/images/style/properties/efa2c6dcae95e707d796d6b4fbc0428a_images.jpg
30328,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Myntra Men Swag on Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a3965bfcfc33e4608316c8db00cc21a2_images.jpg
12844,boys,Apparel,topwear,tshirts,Multi,Fall,2011.0,Casual,Ant Kids Boys Multicoloured Striped T-shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/Ant-Kids-Boys-Grafitti-Brown-Tshirts_c909c04993ffbde8aa3ae77ab537a854_images.jpg
13996,women,Apparel,topwear,jackets,Black,Fall,2011.0,Sports,Nike Women Solid Black Jackets,abrigo,http://assets.myntassets.com/v1/images/style/properties/70be6d2bd903aa710a7a24e4a383df8e_images.jpg
9929,women,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Jealous 21 Women Jace White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6d3e65d76f9d2446cb6a5f564d9f2089_images.jpg
25890,women,Apparel,bottomwear,leggings,White,Summer,2012.0,Casual,Femella Women White Leggings,pantalon,http://assets.myntassets.com/v1/images/style/properties/d167eddc46dc8da7a99f1933f1a5e446_images.jpg
15639,men,Apparel,topwear,tshirts,Purple,Fall,2011.0,Casual,Nike Men As Dfct Skull Purple T-Shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/240a0a955428b3d90bb5c4e5e95dd521_images.jpg
37569,girls,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Madagascar3 Infant Girls Light Green T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/8880a4bb94ce0a100fea981b3f1dc876_images.jpg
24942,girls,Apparel,topwear,tops,Black,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Black Top,top,http://assets.myntassets.com/v1/images/style/properties/a02e50b2758a452e152466444c8142c7_images.jpg
38521,men,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Angry Birds Men White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/da6a23d89a849d0b2237c6f743ece7ea_images.jpg
3877,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Twill Applique Charcoal T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b423bcc373a0202722c01a076d027337_images.jpg
23955,men,Apparel,topwear,shirts,Purple,Fall,2011.0,Casual,Provogue Men Purple Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/64bb003143704b9e3119b8f734f05e38_images.jpg
48464,women,Apparel,dress,dresses,Blue,Summer,2012.0,Casual,French Connection Blue & Black Printed Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Blue---Black-Dress_dc98a57e5e7714e9d42b91ceadd16aa5_images.jpg
18314,men,Apparel,topwear,shirts,Red,Summer,2011.0,Casual,Wills Lifestyle Men Check Red Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/8058bdab727133c75a5caf1651316058_images.jpg
3279,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,Guerrilla Men's Vintage Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b44b611f73cd110b41027e48f596dfa7_images.jpg
23169,men,Apparel,topwear,tshirts,Purple,Fall,2011.0,Casual,Mark Taylor Men Purple Printed T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a157e2ea31b4ab496c49920277b88569_images.jpg
4860,men,Apparel,topwear,tshirts,Blue,Summer,2011.0,Sports,Nike Men French Football Federation Blue Jersey,camiseta,http://assets.myntassets.com/v1/images/style/properties/e8d1372d6450a0a8c99827086a2a9d43_images.jpg
31231,women,Apparel,bottomwear,shorts,Black,Winter,2013.0,Sports,Puma Women Black Shorts,short,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Black-Shorts_e0aa48a440adafbe0a307614bfb8e551_images.jpg
26286,men,Apparel,topwear,tshirts,Red,Summer,2012.0,Casual,Proline Men Red T-shirt with Printed Detail,camiseta,http://assets.myntassets.com/v1/images/style/properties/3a7bd35a25ab1da37e67fdade771f4a4_images.jpg
7878,men,Apparel,bottomwear,shorts,Grey,Fall,2011.0,Sports,Proline Men Grey Comfort Fit Sports Shorts,short,http://assets.myntassets.com/v1/images/style/properties/ac511ee16d2f7ff0753d82b0396b7955_images.jpg
27354,women,Apparel,topwear,tshirts,Black,Fall,2011.0,Casual,Tantra Women Circles Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d47e47992b261a6f2d80e16d4880c777_images.jpg
22626,men,Apparel,topwear,sweaters,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Sweater,abrigo,http://assets.myntassets.com/v1/images/style/properties/b3035667f5f87a213bcf9cc0469b6736_images.jpg
8830,men,Apparel,topwear,tshirts,Cream,Fall,2011.0,Casual,Spykar Men Wind Rider White Cream T-Shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/cc209fff9736938f86a3aa81440cfcae_images.jpg
16413,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,Levi's Men Stripes Green Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/23bb8c1a70896371c63115b2b503e01f_images.jpg
6196,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Lee Men's Black Photo Casual T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a35b43cc2fd83c540b71ae333caa1ce0_images.jpg
20171,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,Wrangler Men Aoston Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/6d6461d64db87889a12968d7b888caea_images.jpg
39860,boys,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Polo Green T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/1c20333570064b3a7b21632ee9bd29e6_images.jpg
40094,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,camiseta,http://assets.myntassets.com/v1/images/style/properties/3c5d62ee2a0f68c1f77c1ee546809a00_images.jpg
33566,women,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Wrangler Women Sunset Beach White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/05653f9e530f71dc12821e2895e5d975_images.jpg
59985,women,Apparel,dress,dresses,Green,Fall,2012.0,Casual,Avirate Women Green Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/Avirate-Women-Green-Dress_5ccfe27b99b88efe909df394ea6bb20a_images.jpg
20343,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Puma Men Printed Black Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6946cb3abe74d916b7353c10c80e5163_images.jpg
57211,women,Apparel,bottomwear,jeggings,Pink,Fall,2012.0,Casual,Kraus Jeans Women Pink Jeggings,pantalon,http://assets.myntassets.com/v1/images/style/properties/Kraus-Jeans-Women-Pink-Jeggings_bd54c3bfe0269ecf6b053c4dc0e0b8f0_images.jpg
33754,women,Apparel,topwear,tops,Orange,Summer,2012.0,Casual,Vero Moda Women Orange Top,top,http://assets.myntassets.com/v1/images/style/properties/115adc484c8114d97fc26155b1706a43_images.jpg
11404,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/ff6aa5a7cfef7e12a1bee66ac6df3363_images.jpg
19669,women,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/651f24031ed0cee7a3f820b5347a5add_images.jpg
2704,girls,Apparel,dress,dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Pooh Kidswear,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/94e188c83a2bb83e8744db8e103808d8_images.jpg
26888,women,Apparel,topwear,tops,Green,Summer,2012.0,Casual,Jealous 21 Women Printed Green Top,top,http://assets.myntassets.com/v1/images/style/properties/ca893bd0a93c573ce94e2d873873658d_images.jpg
7276,men,Apparel,topwear,tshirts,Yellow,Fall,2011.0,Casual,Superman Men's Foil Yellow T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/71327ecb5411532ec75b1a13ef9b7e7d_images.jpg
16621,men,Apparel,bottomwear,trousers,Olive,Fall,2011.0,Casual,Probase Men Solid Olive Trouser,pantalon,http://assets.myntassets.com/v1/images/style/properties/48cbd76bd0a9835bd0cbf788837caa83_images.jpg
34571,women,Apparel,topwear,tops,Black,Summer,2012.0,Casual,Tonga Women Black Top,top,http://assets.myntassets.com/v1/images/style/properties/31e374911e7639e9e040c98de5500572_images.jpg
4097,men,Apparel,topwear,tshirts,Red,Fall,2010.0,Sports,Nike Men's Team Poly Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/3cf8be8adac7c30bae2d427632f58fe4_images.jpg
37790,men,Apparel,topwear,shirts,Grey,Summer,2012.0,Formal,John Players Men Striped Grey Green Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/e1361e599742b1491da2c8b20ae5e673_images.jpg
5145,women,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Wrangler Women's Feel Good White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d2d5bf507ed2bda5afde0c228bc7f4a3_images.jpg
14512,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Light Blue Thin White & Brown Striped Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/bb096f5c00c61c66222a7f4e90fb1f9a_images.jpg
5979,men,Apparel,topwear,shirts,Black,Summer,2011.0,Casual,Locomotive Men Black Stripe Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/c0700cbdcb29fa593b6906059dc550e7_images.jpg
33330,men,Apparel,topwear,shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Slim Fit Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/Arrow-New-York-Men-Grey-Shirt_46f9286ae9acb59460d1774ce2512a99_images.jpg
9788,men,Apparel,topwear,tshirts,Yellow,Summer,2011.0,Casual,Probase Men Freestyler Yellow Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/e18e7037c7245a9a52325809d29028a5_images.jpg
43047,men,Apparel,topwear,tshirts,Blue,Summer,2012.0,Sports,Nike Men Blue Energy Jersey,camiseta,http://assets.myntassets.com/v1/images/style/properties/80c8ae3ab8f0b0281c58aa2e002c0d99_images.jpg
13737,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,Belmonte Men Check Black Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/e231cbdff0afa20d99637c80ead5c83e_images.jpg
31467,men,Apparel,topwear,tshirts,White,Summer,2012.0,Sports,Nike Men Cricket Off White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/eb48e4f31aced1effd333a938265063f_images.jpg
34115,girls,Apparel,dress,dresses,Blue,Summer,2012.0,Casual,Doodle Girls Printed Blue Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/fcdf72bd05e4bebcbb8ee8c80cdb1f46_images.jpg
51582,women,Apparel,bottomwear,jeggings,Black,Summer,2012.0,Casual,Wrangler Women Black Jeggings,pantalon,http://assets.myntassets.com/v1/images/style/properties/2321b6dc836643fdf0f6a65b90eec414_images.jpg
13505,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,Chimp Men Ravan Green Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/c1ddb5e06276a7556a077a42cb8e22ff_images.jpg
2152,men,Apparel,topwear,tshirts,White,Spring,2011.0,Casual,Basics Men Green & Blue Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ccdd059c30b0f220b81f60f93d7b731c_images.jpg
17999,men,Apparel,bottomwear,track pants,Grey,Fall,2010.0,Casual,Puma Men Grey Track Pants,pantalon,http://assets.myntassets.com/v1/images/style/properties/565e1d5502978e2d9a891dcd35bc1b62_images.jpg
3080,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Probase Men's Bike White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/e8a3f51266b8474c2cace5d3318faaf8_images.jpg
8468,women,Apparel,topwear,tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Layered Black Tunics,top,http://assets.myntassets.com/v1/images/style/properties/763e9b0ac5d652ca10943e609b272935_images.jpg
31655,men,Apparel,topwear,shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/e2bc3f0888053316c2b02c48dd377498_images.jpg
28778,women,Apparel,topwear,kurtis,Orange,Summer,2012.0,Ethnic,Aurelia Women Printed Orange Kurti,top,http://assets.myntassets.com/v1/images/style/properties/0397331386b5551af92113a20243a485_images.jpg
19803,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Grey Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/83d565e8384cbac1a7bc38f00d9b0684_images.jpg
52135,women,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Femella Women Green Polo T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Green-Polo-T-Shirt_b743e80c2947cdaf3f18e116dc695b46_images.jpg
14720,women,Apparel,topwear,tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Casual Top Purple Tops,top,http://assets.myntassets.com/v1/images/style/properties/2743ebe56d18877ff7bff705fdee09fd_images.jpg
24989,women,Apparel,topwear,tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/a37b535d71fe29afe0411f40e3a890a6_images.jpg
10380,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/b7644c996a8b52a746c46fc7dcfc38e1_images.jpg
57447,women,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Angry Birds Women White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-White-T-shirt_39307be336097ee67e4ec557313e224a_images.jpg
4063,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Myntra Men's Friend White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6b48cfdb61bef4fd3c5c80ce92c5e267_images.jpg
37764,men,Apparel,topwear,shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/1dea6796db7f1d95386f6e4622952787_images.jpg
11094,women,Apparel,topwear,sweaters,Black,Fall,2011.0,Casual,Scullers Women Stripes Black Sweaters,abrigo,http://assets.myntassets.com/v1/images/style/properties/4eb2c147e7a5caacb34e1af6b6e66110_images.jpg
56753,men,Apparel,topwear,tshirts,Navy Blue,Summer,2012.0,Casual,Horsefly Men Navy Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Horsefly-Men-Navy-Blue-T-shirt_ee3d4ba21c7f8e49fcaeca559df327c9_images.jpg
26424,men,Apparel,topwear,shirts,Black,Summer,2012.0,Casual,Turtle Men Check Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/b9d25aed82f6af1809bdc120197ecca7_images.jpg
12611,women,Apparel,topwear,tops,Green,Fall,2011.0,Casual,Jealous 21 Women Printed Green Tops,top,http://assets.myntassets.com/v1/images/style/properties/abf11dab1023604d89d60d1256d87623_images.jpg
23156,men,Apparel,topwear,tshirts,White,Fall,2011.0,Casual,Mark Taylor Men White Printed T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/79b63f9562ea7e9e395ae0174c04ba89_images.jpg
3074,women,Apparel,topwear,tshirts,Yellow,Summer,2011.0,Casual,Tantra Women's Red Flower Heart Yellow T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/486836e21cb66aa2cdc572e3617e02d0_images.jpg
6506,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Badge White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/df36916e7f555d3470a7b8988b95d8e4_images.jpg
18925,men,Apparel,topwear,tshirts,Brown,Fall,2011.0,Casual,Levi's Men Applique Work Brown Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/5d0e30ec3be4e55d847a66ee104dba5b_images.jpg
17151,men,Apparel,topwear,jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jacket,abrigo,http://assets.myntassets.com/v1/images/style/properties/c10342464cdd2fdb85780f40f81ddec2_images.jpg
4251,men,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,Probase Men's Crack Print Ghost Buster Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/70b6de7d2da066befa9240400bccd709_images.jpg
15606,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,Nike Men Training Grey Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/d121b105a973f799786f05ba97b24f82_images.jpg
21433,women,Apparel,bottomwear,shorts,Blue,Winter,2012.0,Casual,Roxy Women Beach Brights Blue Shorts,short,http://assets.myntassets.com/v1/images/style/properties/80fee363dbbd772b4a464f65dfbc0897_images.jpg
40404,women,Apparel,topwear,tops,Red,Summer,2012.0,Casual,Tonga Women Red & Cream-Coloured Top,top,http://assets.myntassets.com/v1/images/style/properties/6420756356b9b45c6eefee151c319922_images.jpg
44898,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a2e3c4cc925ed836b912d42a2995d58c_images.jpg
10374,women,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b80fb93a37cf7bed07f59e49b8f5a6ca_images.jpg
3410,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Myntra Men's Lazy White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d9382871b007cc0c1deb02adf6e866f4_images.jpg
26272,men,Apparel,topwear,tshirts,Blue,Summer,2013.0,Casual,Proline Men Blue Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/993ef822d38c8358cc9b90b2e32437ec_images.jpg
12047,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Spykar Men Check Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/0bc11644a16c71c868517664600b9219_images.jpg
30317,men,Apparel,topwear,tshirts,Pink,Summer,2012.0,Casual,Myntra Men Wasted Pink T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/924ff15a17119416593d419e8f2580e6_images.jpg
46397,men,Apparel,topwear,shirts,Purple,Summer,2012.0,Casual,ADIDAS Men Purple & Black Check Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/6a6d65ce7471560b09f555695c95e5de_images.jpg
